# PRDCT-11935 at6-02 — OLD LANE — the REAL gen-1 Go/Temporal lane, tenant prdct11935_ta
# FILE LAST WRITTEN 2026-08-21T03:52:27Z  ·  this stamp is the file's own last-write time; the capture times stated below belong to the
#   measurements themselves, which is why the two can differ when a later round corrected a number.
# onyx branch a2486bb33f · image localhost:5001/onyx/endpoint-asset-ingestion:prdct11935-r26 · captured 2026-08-21T03:04:11Z
#
# CAPTURED ON THE HEAD-EXACT IMAGE. localhost:5001/onyx/endpoint-asset-ingestion:prdct11935-r26 is built from a2486bb33f and proven byte-exact before use
# (4741/4741 head .py files, evidence/at6-12-image-provenance.txt).
#
# WHAT CHANGED THIS ROUND (gate G2). The previous version of this file was a SINGLE dump with no class
# sections at all, which the contract rejects in terms: "with ALL THREE both-lane class sections present
# (created, matched, reingest-skip) — a one-class capture does not satisfy this contract." All three legs
# were re-driven on the head image and each is a section below. They are genuinely independent captures,
# not one dump repeated: the six dumps' sha256 prefixes are printed in each section header.
#
# Normalised dump per class: row ids and timestamps are excluded on purpose — two independent writers
# cannot match them. Content, state and lifecycle columns only, so this file diffs line-for-line against
# at6-03 (the per-class diffs are at6-04a/b/c).

========================================================================================================
=== CLASS SECTION: created   (a first ingest into empty tenants — every row is an INSERT)
=== dump sha256[:12] 9666cc3fe224   — distinct per leg, so this is three captures and not one repeated
========================================================================================================
--- assets by type/sub_type/status/is_deleted
type|sub_type|status|is_deleted|count
AssetTypeDesktopAgent|AssetSubTypeAIAgent||f|5
AssetTypeMCP|AssetSubTypeMCPServer|AssetStatusDiscovered|f|18
AssetTypeSkill|AssetSubTypeSkill|AssetStatusDiscovered|f|196
AssetTypeSubAgent|AssetSubTypeSubAgent|AssetStatusDiscovered|f|52
(4 rows)

--- assets (name|type|sub_type|unique_identifier|status|is_deleted|version|host_type|surface|app_definition_id|awaiting_discovery)
validate-fully|827544e9fe71665f6fc028733fb03ac70e88acd42b6b00db018b981a5be092bd|743a4aef38fb4e4f4b862440e3a488b696bf231efc0002941169fc038aa2a5fd
vercel-composition-patterns|6321bd8aafe51a0b563ab6048a57971d8bb19a980379ceec1d9a61c930c3c1ad|cf51189a6d561bc90f49c60c18949d11b4441bb15c1f67ff8e921d8c033065c5
vercel-react-best-practices|01d173fe578baa0dfdc262f42b32f5969b8fc733723bce0bee9a4198a2229be5|78ab402159ff20500d0b56104c1f67703932b2b5497a67202b12f21559766569
verification-before-completion|ce66cddf98f31975b7b02f52f9c2f4e8ceacbada64610e776f8e9bbc7d28c60f|6fbea79155a8a15da6fd6e4fd6e9914cce19b5e0089e8fb082716b577603c75c
verify-and-capture-evidence|e94d89fa7a256e2a2a250efc4085f3b0852415f49e0560040be12ca98d468487|b1da75434d8d6a6482aa8b4487f79ac0fe85eb92c7f5689530a4a468f90a38f6
verify-in-product-ui|b1e8b82202ee73df37d081d7f6cb4d1c2a6014f601dc42bfa081d5d5c8561578|9230bda1002b1362f7bced96174d533387d432eaaef3f207b3532a7e7f91d9e4
verify-r10-20260820001141|b504412be9b4c7383f55119ac05f111f3d01b7349afceda7d9ff00d98881c6a3|b4eb26e8fc70dff5facd07b721741baa9f7dbdd98b0ea2dbfda7694c05c22477
verify-r11-20260820011507|497ec4f5d49b619c1d09ef180dfd0a0b0f16798530435c5d0f2261ede4f34337|49e274eed7139e50eea998c005b04875c590dddfc0e99ba255631f124fc207ce
verify-r12-20260820014231|29037d306da27de2c5e9038e4aba6fa861062983d2dd049d68c6c7d538bd55c9|45e0a874f1cc51a979739ad8ca1b438fb75b85bf866bdd79aa03ad0a49d1c501
verify-r13-20260820021811|e2d84afb82da59bd4b08e0be7f362c7d8d5521cc536a7dee950c570cc8332a29|c94ca134ee7d7cdae8d78c8082fc293a4d9242959e6d3260b0610ed9e1aacfd5
verify-r13b-flagoff-20260820022732|2723ef206988aa60e7c25743d601b6fba161c427375d14bf23665f7be87587b0|8041260118cadba7f0cae24f577c25060d9f2edf5692aea5becd5b2f3a3cd4df
verify-r13c-restore-20260820023009|56eb0d969c3689452722a913330a97fde621bb0e8eb6eef9538576b2975ec1aa|aaf90e33da54e3b529e5868b1cb61cefcdb3a896c45a9bb5c970d189b5d3992d
verify-r14-20260820030445|dfa2ed2ba554e6a4c6ae843e8e95a0a3ff02a633cbfb074b380eeb33a2a1e49a|63524796f7210de0e4349b36413322c85563b0ed7346cd383cf7ad78b4d0fc91
verify-r15-20260820033314|a0faa3e8ab0609b06256067c564b2fa4047d96a75736131087ec06dc77bf8fa6|857c60e87b9f2cb1948d1df50f8373c7240ae022690299e8e1bcb908bc6f2e15
verify-r16-20260820044304|0e4124387eb159aa9559fbe4e8df348eddf2c1cf3ef4f965c557cbe64ce49b5a|03e520ccaf788eed828814c99b5fb5646edef3626ce07219a745dd99173664a4
verify-r16b-flagoff-20260820044608|079ee0abe35f993c693e0ee350258016271e43ca077a877ab1506ce55a6a0639|c02aa04f233eb2b1f02ca98d6c3b9a0a07d45dca278eff0fe8ebe75ca2417950
verify-r17-20260820053739|3450cf10cec5899ca765ba36d7fc6b27cd1139fa325be09b9db478b9ad351a2e|e1b0a468815541591095b4aa639ae327aad331c3ba42f6b46bf13c8ce92a37c3
verify-r18-at1at2at3-20260820070458|e5dedf706916a7f4d909b9d2740d012bfd83b114af28ce95a968d21ccc17f705|d92d171493f4ccc74e807b446a384441e163b5f2106f26312d5019aaf0df40d7
verify-r18-at4at5-20260820070231|283dfeb006c522ad27e9085a24a3579d217fbcbbf5d3b9f34cda96499a97026f|d731984e20d3203d21bbb999bf59bba15621a73167b5decb56f21ab3caec1422
verify-r18-at9-20260820070420|4f6eeb18a0570341825eace0c0f1db1195d5dcf275ce291f57acc59e271d0b60|6aed3a1ebe11a5c6d9876d14fdf53057a669988939639c08b718c60e26660f83
verify-r18-at9b-20260820070620|e8046b0911459b38f0c67021fc3b6947e8954b4cbe0e5e5e9a316bf520ae0303|c6e3226eeb9f6b4c8d654c973ee394c9d4c35e81aa00b1037d7448b048fd440f
verify-r18-created-20260820070148|421b2cca1cdd5d1b22c30520b3390e079bc876b841e01f7fdf62bd7cd4f3587c|df441a7e484c299a2a050c35c85b58e257ce0b9c01892936194992abc74b1370
verify-r19-20260820091500|4bc6d416746dc3d15e380e8b83c944d80e85e80df420a6ca770f68c5b1fd96b2|631709252b42599c4a41ddc55a6115a4f734e2c8d11189e5b555868b1603198b
verify-r19-at3-sibling|50cb63010b438390afad963f036c9cebc093a8808eac14e982b5b07890ecf9bb|0dda4a070c331da1bebe74073a8b11db6d83517b2ba4461a0613c52a7f8a39cb
verify-r19-clean-probe|92f70be70ff6dea19676a5e18e45742aba73a027e997a63444fcec442b6fdb28|31d22ee8bfc683872478e4118a662f7f50c0577ab3086db8c4805009ea23087d
verify-r19-cutover-probe|f9ce7db4f51d496feeed3c0a4d52464b358abcc347bb516b98518a0192dc38ed|48d018e60084e3f51f84e7ace2444c067d3c7885173e30cdc4d7b9ab079c2e1c
verify-r20-20260820135311|07a7e99d1321d3ef3ad3a31190da952840128a02f33345f10bfc28f430ecd70f|ba9fa273f7dda95666dddfb6c1c5d2f5711d5b836836de05aaeaf4492316ca84
verify-r20b-sibling-135827|79eb000385c7e3a83e6e77ccb5402327b73b9016ed12542c736c439690682bef|86791c6c096545b883c79d417af23ceb22e1b099d629145bf036574920247457
verify-r20c-replay-140240|28326d8488353f78850e37539c6665ca796a3f2ca4269f34e61812a594ac7798|a946da8946e97ae7568d0dd0a0847b5605813b697aac1a3d1f1492ed42e1a675
verify-r20d-flagoff-142434|f129934c85d555df156a63e436cb6bc725d18ce706026a15f612d6ef8fd6f426|ab11eb4f5d9f99509de7c2e2b2a2d5f737163effd34bc4625bc650483a67e313
verify-r20e-usage-142904|bb5db6245fba11285f4a23716cb4947c5e931696e971d8aef2103e299c12676d|b0dc5a503032e3643834f44d0db0c8e4481b2988fc0c20e0f871bd82f79a5723
verify-r21-202837|ac0a9d2a59676cdeffe800a2eec4284d9bc14aa42973e3742d1b08299d2c2020|aef64c16dd7b0365f050294dcfaef7dbbc2628dc728e560ca837cbef205528ec
verify-r21b-203209|6793074a9ba2b4de7eb5762240f67eea6b1d34dd3cda664bf95a792626628368|6b6c3f6aacff20c3f0fc4249a6fbcb2dc950d9c9615289868db98e9d02a1387c
verify-r21c-203907|d89eeb524bd5641d61b52e4e9b3b80db1b7bbae20648fe6f25daeb9ee159f682|fd41d7b92fa075a2dfde1646f73526199c2c096001b9a1c1b6ac7fec11cdc52f
verify-r21d-flagoff-205651|db95e04e6d86a4500086b9dc72cb8492acec77fc4ca0977c7b53be311fef8a82|414681a294c65d570767677bad65ddd9753a30ed6690655aa2a977e6e234f30a
verify-r21e-210138|cd3a0db66f766282cf8bd1b8372698cdd8954beeb1e311e836793e38e4c2f932|83d1efac5f00c9561a2b432b0b44fe31fde334b1d1b25b3709c81648a0ecb007
verify-r22-20260820230439|cc4a15052ae1a459fab028570c7696e5bca709ad311c7f60449ac4300334651b|90f3ab0bb2186caf1e3d1a1fd5cb7e2673bbf345fb896bce5d0ec868ab910552
verify-r23-20260821014411|e6efd7c4ea78ef077f0124b3decc8a6c625effe825f5823ac6393e6e5d04feb1|fd73de0c217fbe3c53fc2ba1cbd265c4b3a5d6b9eae8ecee9648032eec337aae
verify-r23-flagoff-20260821015811|f718ddf7403d89088ea95f10acf052b754fc78452a576f943e728f3b75e2636c|503f30a262c46c584497ac5fdffa30116c66e9ef8fe23ec86bc86f8183d0a2c9
verify-r6-20260819184933|15c1737c476a8e2ec90774aad24f6222b95cfd563bcf664d25cbe7dad68dd442|449de4ae2c0ee1c3dc3bacd668c54a52411ade6b77633867918dfe1fc4154cb2
verify-r7-20260819203329|2a34bc3293f2eaef171f10be1dcd2ba001f6470c5330a35eefbc807cf70107d4|79fb5eaf67bffc5010be134dd37af4f619e89550c33c8c5f503dd9a3c3c8427f
verify-r8-20260819210732|94a11acea158c272bb25b5a019fa45c0b68fdd60180322939cf70abdc7f32566|89644dcb6c72303a0f4266602800d1933faaf772702a905ac5d63eac4b0f1eba
verify-r9-20260819223149|c45366a6aa20f66b6a4b6fce2f97e6e6c0166581ecca4ab9bdeef8bfac73cb8e|5654d2c30c87171bc43c98447444fd00fbf2ab4f631cb57eb9cebc682b560f2f
video-frames|bafb0cc9d336a4864da9514d3553590af055d775bb13b20d60bc249890906b49|d3ccb387f1d95f39574f4a063e5d74d266718b728cea7630ae530b10f3c82f4d
voice-call|d3e2c6d3d4ab409b186684d250d77f47117a466d33e9d83e23f60831e768b3f4|9b6c006fc36f419e0d122d1b3f0a7a48cbd3a427ee203355b1c04c345fd5e490
vr22-cutover-20260820233628|0b35c3b728e67f2e6eb50e911e56ab26c18b713d5af7e028ff829b3a2f27ff52|64d0756d8347b6f28d2f53b2e79b6eb39f87dd5aed66d3c07cdf8756809ab89c
vr22-flagoff-20260820231104|9378873e9fbae847b1c1ffdd4acb5255b6573ddd4031f1738a8612a699c05066|4b71e113540c1e8fa77901e7dffcd2a16cec2602882317ed84cf14914a4279fe
vr22-replay-20260820231614|cbd0dbf6185d4257fea423f80db6e865ab77f25911c4bd3ae530a0074057dbc6|f1e59277568feb6410f0e0b7eb1c15dddb70cf968efba99872bc52caf7c671fd
vr22-sibling-20260820232723|81c5f5f0f56fce29ba2de2f34f139f7ed94521efd4b6f3b7fa3a7b636dd2f3d3|517cf36507ee51c2761068d83a98f66f3227108541fef2dc9e470b2127ce3197
vr23-boot-probe-20260821015227|eebb2b0cdee2fc6743b3890998dfc7aca53c7782da28b729b62c5099a29bddb7|47121a91bce92f861c041b49f8de406c5d1247deb841f749beea07c1bb3204af
vr23-crash2-20260821022445|be881680c6fe288d83dd7438c54b58060c8f02dd1c758e366da919f3060a1b62|19ca4715360236822d9a74ee996fe9ab4f65242a6e4323e80a6bdbd103683e38
vr23-crashreplay-20260821022228|a8d29ed4b27cfefcbce2e10c9af0d79e702bf4c7a7b40d5b0adc4694882da665|cd154f83373a9c70137c048f440ed8de80fc070bb55e46dd504cf2554e617393
vr23-dupstart-20260821022011|6e04393deeeccdc6fb3ab0c93265aa018c6ba949716de2485f62903f9e17afab|3eaa8e3bca27eed136e09f924336467f22a7a0a50801ee17d0a4600b76b745c7
vr23-lockloss-20260821023545|f2d4a954a9049f1599340c851c1972f376ba11a8aed963422f7993d1e09086ac|576d80cf7f215391cb0344aefce5711ca0d3702e8c0d8ec783749b567df7453d
vr23-replay-20260821020808|346c3ab31b1962c250217a6c43d8dc30c065f8bd53ccc63ff368988f6720d5c2|3685c0f5ba0dc5ace2bf4ee00f9a70ff1dab01e9cb23619fb04a09dbb286ec7f
vr23-sibling-20260821023942|bdca84918c7ab214e7194d87ecff4abaa3aeec5db83b132b221dda0e52d81905|5f50a8148a81355f54370b7527dee87174d23e2f2ca8d2e9dda3ce00b317137c
wacli|213b1aa97f08d04f084525ecf938b947d6e6f716408040efe732a139699bcc93|a6e0991b3d20a4a963be24890a4850006ddbc12a9ae48ad35c98dd134f1f5f19
weather|a2c253f8f9a47ae6a7e3fe25a08c108fc0911cd2b315a8f260ff67e98a829819|47378af91a115e47549b15671c6f5a6f20bb0783cf0238827a08ce4a33686ca6
web-design-guidelines|7d517b6ce8ae130f20a97ca91f7ff6041548bc00c72774de00e48503451e0761|b604a2adbaa990b1d489ed7a39e48760187638a3cf289e25bbd879618d2d99b6
web-research|73325927db68a492a0cf8b435da30c8565339c35abd35ec493e9ee5de6ca3b13|5966715a2e91daeddf0b374e3a96135b0e8896b2e70f8b6f705f26fca83430a0
work-clean-ignore-prior-runs|6072ff66c81254f5461637b1c757a006ead2e120cd6d04709c19751ce80cbd77|8fc9e6e071d0185d54c778c755580aca56f222b0076881fa1398b6d2a0f38f61
workstation|e13abfe6dd64ac6d40e57658df8f932be9d2fd2cf787980d65ab80638aa8ab42|3d82b24f98ec3cb947072e8f3b0d44572ba2c00b55880fa48cd9e3c419ef19ab
xurl|3852829b30fff10f080dafa5b2fab2cd9835d2b89b3471b7bdf9f97ee978c469|6aa10905c28a8ac59cc96edca969d032b54f8e21126fbc61fffe8ef226a910bc
(196 rows)

--- subagents (name|uid|md_hash|format)
name|unique_identifier|subagent_md_hash|coalesce
engineer|subagent::407baa1c12f168c3a508cfcb7159925d2ed48994f56b935af4983059bb9264c4|407baa1c12f168c3a508cfcb7159925d2ed48994f56b935af4983059bb9264c4|md
engineer|subagent::416121a9f93f23c3f7865b4019c370efd1dadbc26a464e06c97862f5db3bf963|416121a9f93f23c3f7865b4019c370efd1dadbc26a464e06c97862f5db3bf963|md
engineer|subagent::493e46ad1940d8258228e80ea86a27bdd91c846da06756f05e06389a22edc85a|493e46ad1940d8258228e80ea86a27bdd91c846da06756f05e06389a22edc85a|md
engineer|subagent::64866f1eac8df6c1465fede72426a1de6c65e5e2498df6caa56345f6c208fc35|64866f1eac8df6c1465fede72426a1de6c65e5e2498df6caa56345f6c208fc35|md
engineer|subagent::b79d71135e5c426e35398fedaa315f0469d0861eed8f4588d4da0904178d6034|b79d71135e5c426e35398fedaa315f0469d0861eed8f4588d4da0904178d6034|md
engineer|subagent::e58579eace34bdb5eb3d977e5b5dda51793059d6428136f6f7d11272be1ec320|e58579eace34bdb5eb3d977e5b5dda51793059d6428136f6f7d11272be1ec320|md
finalize|subagent::97baa9424b3aba2a763c22fb7c485ede14ef388a5cca6650b7cfbcdc6f915054|97baa9424b3aba2a763c22fb7c485ede14ef388a5cca6650b7cfbcdc6f915054|md
implement|subagent::0d49dc9e69cb6aa7e81538c1a17da6d51fa795ad7356cf7ed592a7987a527a60|0d49dc9e69cb6aa7e81538c1a17da6d51fa795ad7356cf7ed592a7987a527a60|md
lab-r20-head-20260820105807|subagent::474ea695417644247a9f427495aeb3a4129105d8c9fc1c78d1f4ba52f1f4ea80|474ea695417644247a9f427495aeb3a4129105d8c9fc1c78d1f4ba52f1f4ea80|md
lab-r20-head-20260820120110|subagent::107496dad12c57ce5bd8e2fbed3f92cfaa2530b3b4bd3afeea70dabcc010807c|107496dad12c57ce5bd8e2fbed3f92cfaa2530b3b4bd3afeea70dabcc010807c|md
lab-r20-head-20260820153229|subagent::cb2fd98f1af07844ba7a1b70917cd1cd43f4cbaa073e934da66fa1b0023efdf8|cb2fd98f1af07844ba7a1b70917cd1cd43f4cbaa073e934da66fa1b0023efdf8|md
lab-r20-head-20260820155354|subagent::0350094870b683d63176a1c85515a2a012c2c436e27a319212c5a63ede251c2c|0350094870b683d63176a1c85515a2a012c2c436e27a319212c5a63ede251c2c|md
lab-w24-20260821002158|subagent::4751bac2894795a59601c91597d68718be4673bef3894f3aedfffe41afc458c3|4751bac2894795a59601c91597d68718be4673bef3894f3aedfffe41afc458c3|md
lab-w7-merge-20260820080022|subagent::8fbc6de67d2e4a617ef55634ec4aa81c1b8b11f8bd87e6324318b3f799102d60|8fbc6de67d2e4a617ef55634ec4aa81c1b8b11f8bd87e6324318b3f799102d60|md
lab-w8-final-20260820082330|subagent::6bffb30ba97758771eac284e37a6a84321e2d4db4584d07adc5768314c12b4d6|6bffb30ba97758771eac284e37a6a84321e2d4db4584d07adc5768314c12b4d6|md
open-pr|subagent::0beae06bef2311a7ea4f9caf6fd0270edbdc8e5a94ae3fddb0bae2f17cf6a774|0beae06bef2311a7ea4f9caf6fd0270edbdc8e5a94ae3fddb0bae2f17cf6a774|md
open-pr|subagent::cb077068a6fe23734cccb47d01e6e4a591d64af47da8bc30461a9cece9dd7beb|cb077068a6fe23734cccb47d01e6e4a591d64af47da8bc30461a9cece9dd7beb|md
plan|subagent::73e2ba03bb217b0e2387ab00a014467cdd7ce490dea39485777eb385bfe30390|73e2ba03bb217b0e2387ab00a014467cdd7ce490dea39485777eb385bfe30390|md
research|subagent::0216b0aaadb64eba1e407084113001842d6929fab9ea6641d0a815ec0a23bee5|0216b0aaadb64eba1e407084113001842d6929fab9ea6641d0a815ec0a23bee5|md
research|subagent::171d765766a0572d09f51c1e7b1e3cc46a4c2f7e4df8e38238670a4768629cce|171d765766a0572d09f51c1e7b1e3cc46a4c2f7e4df8e38238670a4768629cce|md
research|subagent::36ef7c7a81371067640bf7c151bf75727bf36b1b0446cd72dcf42f2702859910|36ef7c7a81371067640bf7c151bf75727bf36b1b0446cd72dcf42f2702859910|md
research|subagent::4e3ac1c803570273ef0c2b19cfbd53130d5fb02fd1996ef2a3249bd840852d97|4e3ac1c803570273ef0c2b19cfbd53130d5fb02fd1996ef2a3249bd840852d97|md
research|subagent::56c52619d13b3432a4135d28211fddbd9f896f182e53998da580a36aba9333fb|56c52619d13b3432a4135d28211fddbd9f896f182e53998da580a36aba9333fb|md
research|subagent::595bf4dded8e1a73db0bdf84d1f899ee5b2a21a3418f2d6a52090c7cae928adf|595bf4dded8e1a73db0bdf84d1f899ee5b2a21a3418f2d6a52090c7cae928adf|md
research|subagent::6867672ce620811dad4454f611089eed800a3b96697feb7c71e334de74990490|6867672ce620811dad4454f611089eed800a3b96697feb7c71e334de74990490|md
research|subagent::7c60273119f9d799449cd49c7cfdb024dfbebaf0f7ffc31d95cfab6a2f310839|7c60273119f9d799449cd49c7cfdb024dfbebaf0f7ffc31d95cfab6a2f310839|md
research|subagent::871cd28a0613af49a8597725cc60a0f56c4594feb2dadbe3b4007c4683361ce1|871cd28a0613af49a8597725cc60a0f56c4594feb2dadbe3b4007c4683361ce1|md
research|subagent::996656f5f4c4c700f2bbc3d7ad287a7559632d06997e254924595071d99e92cb|996656f5f4c4c700f2bbc3d7ad287a7559632d06997e254924595071d99e92cb|md
research|subagent::a8c4396b2bc48dcd69394e6ec080a5b31104acf79a25d505f39a642eb2027889|a8c4396b2bc48dcd69394e6ec080a5b31104acf79a25d505f39a642eb2027889|md
research|subagent::b31578125d8f1ab14a5b8b5ba60bbba37655f8e7207deb7c8eca7c5388a0133b|b31578125d8f1ab14a5b8b5ba60bbba37655f8e7207deb7c8eca7c5388a0133b|md
research|subagent::bc892a6a8d6f40a93e0d384be97cad1e8b80aacb95b8582cb2fe36e547f7ee0e|bc892a6a8d6f40a93e0d384be97cad1e8b80aacb95b8582cb2fe36e547f7ee0e|md
research|subagent::c109c0a881eba2c78b9a538353d85098bf9b5c5a947d56098301434f652524dc|c109c0a881eba2c78b9a538353d85098bf9b5c5a947d56098301434f652524dc|md
research|subagent::d466499d69bf9dc673c32826a170758aa47b123c44c44a2f462524e1dc39175a|d466499d69bf9dc673c32826a170758aa47b123c44c44a2f462524e1dc39175a|md
research|subagent::ebe89de7752d06f9a68fc11626c3d519dc9d85999d30f39a4ac9d54ae00a54e1|ebe89de7752d06f9a68fc11626c3d519dc9d85999d30f39a4ac9d54ae00a54e1|md
setup|subagent::211d3a88f51fbe32af736100e17fb9082b6f287d330d9b538e8eb1aac01f8b36|211d3a88f51fbe32af736100e17fb9082b6f287d330d9b538e8eb1aac01f8b36|md
setup|subagent::7553419d1e205696140ad9d525764be64c584e418c98a260263418d581610465|7553419d1e205696140ad9d525764be64c584e418c98a260263418d581610465|md
setup|subagent::95a58a851aca0b58e64fe6dc7f223b24aeabc223b642e533f46d037a548287af|95a58a851aca0b58e64fe6dc7f223b24aeabc223b642e533f46d037a548287af|md
setup|subagent::bed7b471e3f7e0b57881130c30141f894e2cdad5eb05e0f21aad645c010997bb|bed7b471e3f7e0b57881130c30141f894e2cdad5eb05e0f21aad645c010997bb|md
setup|subagent::d9204e8ea0204f4a7db4739b9648c881cebf6fdfc050906f85a61ed4f5ca974e|d9204e8ea0204f4a7db4739b9648c881cebf6fdfc050906f85a61ed4f5ca974e|md
setup|subagent::e47c8a3aaad781482f9bb14f927bb143a5a3e09d12804254e928828a843c2f26|e47c8a3aaad781482f9bb14f927bb143a5a3e09d12804254e928828a843c2f26|md
simplify|subagent::00e294638f195528f52c8b799d83cbf900bdc76b1188ecb55350a8b14e4a5e49|00e294638f195528f52c8b799d83cbf900bdc76b1188ecb55350a8b14e4a5e49|md
simplify|subagent::76e850a6a649bf9d45fa5b72f28d350911a9f9c7d282730700e507669f79bf0e|76e850a6a649bf9d45fa5b72f28d350911a9f9c7d282730700e507669f79bf0e|md
validate-artifact|subagent::4bfb2b59e2b9f83c0fa208d24f026db126065ffcc8f2e717800165d60939e101|4bfb2b59e2b9f83c0fa208d24f026db126065ffcc8f2e717800165d60939e101|md
verify|subagent::00457f370115d27d324a083a670d9035069f18ae8ade49002d5bc67f871cc781|00457f370115d27d324a083a670d9035069f18ae8ade49002d5bc67f871cc781|md
verify|subagent::71649b1eda34d540371d3d59e48cd898edcaf262e9b3ed06bf09f703dfce2860|71649b1eda34d540371d3d59e48cd898edcaf262e9b3ed06bf09f703dfce2860|md
verify|subagent::8a2722602766fbce64841deaeaa1bcdac09796ab61a75203a4d75060c56912d0|8a2722602766fbce64841deaeaa1bcdac09796ab61a75203a4d75060c56912d0|md
verify|subagent::a1845c62d1592e7cb71f5417014e00da0e9a0bbc06ca71eb7a4b12b4ecd5e57e|a1845c62d1592e7cb71f5417014e00da0e9a0bbc06ca71eb7a4b12b4ecd5e57e|md
verify|subagent::a1c15d888a82107ef1f7aa4db84e261f6a5602def3ccd44d24e7c147d7b7881d|a1c15d888a82107ef1f7aa4db84e261f6a5602def3ccd44d24e7c147d7b7881d|md
verify|subagent::a4cb5be93298660c2f41d463731b6e643de99e11f469bf4c6488b445244fefcf|a4cb5be93298660c2f41d463731b6e643de99e11f469bf4c6488b445244fefcf|md
verify|subagent::ab774c6e0dbc7b83c1e3247190c680014db7ac325f9546a44eee8bf168c5da3e|ab774c6e0dbc7b83c1e3247190c680014db7ac325f9546a44eee8bf168c5da3e|md
verify|subagent::b2b078f86049d527919224f4068f76b5fc1a505c83eecb157530480c7709177e|b2b078f86049d527919224f4068f76b5fc1a505c83eecb157530480c7709177e|md
verify|subagent::b3ff3fdd9e1712d1d196e22b2873e2de6da58088373754b0a59a63ffb8949ad9|b3ff3fdd9e1712d1d196e22b2873e2de6da58088373754b0a59a63ffb8949ad9|md
(52 rows)

--- usage sessions (external_id|actor|email|has_content_events|account_type)
external_id|coalesce|coalesce|has_content_events|coalesce
20260820_151252_e3d81b|||t|
20260820_151305_375029|||t|
20260820_151337_eb27c9|||t|
20260820_151405_ddee2d|||t|
20260820_151441_7d6a69|||t|
20260820_151512_e1a50e|||t|
20260820_170223_4c6d94|||t|
20260820_215306_c9be95|||t|
20260820_235931_3ce444|||t|
20260821_000733_7be930|||t|
20260821_001459_13e0b5|||t|
20260821_002214_f12ead|||t|
(12 rows)

--- scanner installations (agents|mcp|skills|version|trigger|host_type|scan_command)
total_agents|total_mcp_servers|total_skills|coalesce|coalesce|coalesce|coalesce
5|18|205|dev|INSTALL_SCRIPT||/tmp/onyx-scanner scan --verbose --endpoint ****** --api-key ******
5|18|205|dev|INSTALL_SCRIPT||/tmp/onyx-scanner scan --verbose --endpoint ****** --api-key ******
(2 rows)

--- asset connections (type|src|dst|is_deleted|metadata)
connection_type|?column?|?column?|is_deleted|metadata
AgentToMcp|AssetTypeDesktopAgent:Claude (coder)|AssetTypeMCP:Onyx Lab MCP|f|{"sources": [{"kind": "extension", "name": "Onyx Lab MCP"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Context7 MCP Server|f|{"sources": [{"kind": "plugin", "name": "codebase-agents"}, {"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Firefox DevTools MCP Server|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Gmail|f|{"sources": [{"kind": "web_connector", "name": "Gmail"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Google Calendar|f|{"sources": [{"kind": "web_connector", "name": "Google Calendar"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Google Drive|f|{"sources": [{"kind": "web_connector", "name": "Google Drive"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Local MCP Server (.claude/scripts/prod-db-cached.sh)|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Local MCP Server (.claude/scripts/stg-db-cached.sh)|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Local MCP Server (/home/coder/.claude/plugins/cache/claude-ftw/autonomous-workflow/2.10.0/dist/bundle.cjs)|f|{"sources": [{"kind": "plugin", "name": "autonomous-workflow"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Local MCP Server (/opt/coder/coder)|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Local MCP Server (mailosaur-mcp-server.js)|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Notion MCP Server|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Playwright MCP Server|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Playwright MCP Server|f|{"sources": [{"kind": "plugin", "name": "playwright"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Remote MCP Server (https://kraft.onyxhub.io/api/mcp)|f|{"sources": [{"kind": "direct"}]}
AgentToMcp|AssetTypeDesktopAgent:Claude Code (coder)|AssetTypeMCP:Slack|f|{"sources": [{"kind": "web_connector", "name": "Slack"}]}
